Département,zipcode,Commune,ETABLISSEMENT,Code UAI,coordinates
Vosges,88100,Saint-Dié-des-Vosges,Joseph Julien Souhait,0881099S,"{""type"":""Point"",""coordinates"":[6.966662,48.281051]}"
Vosges,88100,Saint-Dié-des-Vosges,Vautrin Lud,0880151L,"{""type"":""Point"",""coordinates"":[6.947631,48.296921]}"
Martinique,97213,Gros-Morne,Euzhan Palcy,9720012F,"{""type"":""Point"",""coordinates"":[-60.9963809,14.7122855]}"
Guadeloupe,97121,ANSE BERTRAND,Fernand Balin,9710025A,"{""type"":""Point"",""coordinates"":[-0.5557886,45.0414504]}"
Aisne,02100,Saint-Quentin,Gabriel Hanoteaux,0020055Z,"{""type"":""Point"",""coordinates"":[3.2733249,49.8610636]}"
Meurthe-et-Moselle,54500,Vandœuvre-lès-Nancy,Simone de Beauvoir,0541515D,"{""type"":""Point"",""coordinates"":[6.161642,48.665809]}"
Isère,38130,Échirolles,Pablo Picasso,0382044R,"{""type"":""Point"",""coordinates"":[5.69803,45.1443]}"
Hautes-Pyrénées,65000,Tarbes,Pyrénées,065 0740B,"{""type"":""Point"",""coordinates"":[0.058197,43.2379]}"
Saône-et-Loire,71100,Chalon-sur-Saône,Jean Vilar,0711348E,"{""type"":""Point"",""coordinates"":[4.85341,46.8038]}"
Nièvre,58120,Château-Chinon(Ville),Bibracte,0580005R,"{""type"":""Point"",""coordinates"":[3.9312517,47.0575438]}"
Martinique,97260,Le Morne Rouge,Christiane Eda-Pierre,9720016K,"{""type"":""Point"",""coordinates"":[4.8887203,45.7517715]}"
La Réunion,97490,Saint-Denis,Les Alizés,9740618D,"{""type"":""Point"",""coordinates"":[55.487,-20.8936]}"
Indre-et-Loire,37400,Amboise,Andre Malraux,0371248F,"{""type"":""Point"",""coordinates"":[0.9847624,47.3974523]}"
Yvelines,78500,Sartrouville,Colette,0780258G,"{""type"":""Point"",""coordinates"":[2.16162,48.9288]}"
Haute-Garonne,31200,Toulouse,Rosa Parks,0311265G,"{""type"":""Point"",""coordinates"":[1.4360226,43.6410251]}"
La Réunion,97400,Saint-Denis,Jules Reydellet,9740595D,"{""type"":""Point"",""coordinates"":[55.4465,-20.8803]}"
La Réunion,97440,Saint-André,Terrain Fayard,9741261C,"{""type"":""Point"",""coordinates"":[55.6578,-20.9493]}"
La Réunion,97430,Le Tampon,Michel Debré,9740620F,"{""type"":""Point"",""coordinates"":[55.5599,-21.2225]}"
Moselle,57270,Uckange,Jean Moulin,0570318L,"{""type"":""Point"",""coordinates"":[6.14379,49.3039]}"
Hérault,34200,Sète,Victor Hugo,0340972X,"{""type"":""Point"",""coordinates"":[3.7005196,43.4085303]}"
Drôme,26100,Romans-sur-Isère,Étienne-Jean Lapassat,0260850H,"{""type"":""Point"",""coordinates"":[5.081339,45.0426202]}"
Charente-Maritime,17300,Rochefort,La Fayette,0170081W,"{""type"":""Point"",""coordinates"":[-0.9615787,45.9303079]}"
Haut-Rhin,68200,Mulhouse,Jean Macé,0680110A,"{""type"":""Point"",""coordinates"":[7.2940194,47.7333224]}"
Drôme,26140,Saint-Rambert-d'Albon,Fernand Berthon,0260029R,"{""type"":""Point"",""coordinates"":[4.8178194,45.2915102]}"
Drôme,26100,Romans-sur-Isère,Albert Triboulet,0261091V,"{""type"":""Point"",""coordinates"":[5.0570077,45.0453356]}"
Isère,38300,Bourgoin-Jallieu,Salvador Allende,0382174G,"{""type"":""Point"",""coordinates"":[5.2656622,45.6121831]}"
Isère,38800,Pont-de-Claix,Nelson Mandela,0380013H,"{""type"":""Point"",""coordinates"":[5.696545,45.1327003]}"
Isère,38230,Pont-de-Chéruy,Le Grand Champ,0382110M,"{""type"":""Point"",""coordinates"":[5.1746525,45.7580791]}"
Haute-Saône,70000,Vesoul,Jacques Brel,0700786Z,"{""type"":""Point"",""coordinates"":[6.1694348,47.6326839]}"
Loiret,45400,Fleury-les-Aubrais,Andre Chêne,0451544J,"{""type"":""Point"",""coordinates"":[1.9115568,47.9332822]}"
Rhône,69800,Saint-Priest,Boris Vian,0692417C,"{""type"":""Point"",""coordinates"":[4.95197,45.6976]}"
Hautes-Pyrénées,65100,Lourdes,La Serre de Sarsan ,0650015N,"{""type"":""Point"",""coordinates"":[-0.024164,43.108]}"
Corse-du-Sud,20137,Porto-Vecchio,Léon Boujot,6200040Z,"{""type"":""Point"",""coordinates"":[9.2712594,41.6012094]}"
Côte-d'Or,21240,Talant,Boris Vian,0211523S,"{""type"":""Point"",""coordinates"":[4.99436,47.3392]}"
Hauts-de-Seine,92390,Villeneuve-la-Garenne,Édouard Manet,0921159K,"{""type"":""Point"",""coordinates"":[2.333197,48.9323759]}"
Hauts-de-Seine,92290,Châtenay-Malabry,Leonard de Vinci,0921179G,"{""type"":""Point"",""coordinates"":[2.252805,48.7642171]}"
Côte-d'Or,21000,Dijon,Jean-François Champollion,0210024M,"{""type"":""Point"",""coordinates"":[5.07183,47.3319]}"
Isère,38400,Saint-Martin-d'Hères,Henri Wallon,0380065P,"{""type"":""Point"",""coordinates"":[5.7638314,45.1753308]}"
Nord (département français)|Nord,59430,Nord,Robespierre,0590200X,"{""type"":""Point"",""coordinates"":[2.3521204,51.0304773]}"
Nord (département français)|Nord,59430,Nord,Jean Deconick,0593663L,"{""type"":""Point"",""coordinates"":[2.3304453,51.0279812]}"
Rhône,69008,Lyon,Alice Guy,0694295U,"{""type"":""Point"",""coordinates"":[4.8649881,45.7364581]}"
Côtes-d'Armor,22000,Saint-Brieuc,Jean Racine,0220054P,"{""type"":""Point"",""coordinates"":[-2.7498705,48.5100321]}"
Hauts-de-Seine,92600,Asnières-sur-Seine,André Malraux,0921545E,"{""type"":""Point"",""coordinates"":[2.2774601,48.926241]}"
Hauts-de-Seine,92290,Châtenay-Malabry,Masaryk,0921180H,"{""type"":""Point"",""coordinates"":[2.2633538,48.7627063]}"
Hauts-de-Seine,92390,Villeneuve-la-Garenne,Georges Pompidou,0921543C,"{""type"":""Point"",""coordinates"":[2.3277963,48.9413109]}"
Haute-Corse,20213,Penta-di-Casinca,La Casinca Henri Tomasi,7200160L,"{""type"":""Point"",""coordinates"":[9.524835,42.445763]}"
Isère,38780,Pont-Évêque,Georges Brassens,0382504R,"{""type"":""Point"",""coordinates"":[4.9259523,45.5284896]}"
Haute-Corse,20243,Prunelli-di-Fiumorbo,Di Fiumorbu,7200086F,"{""type"":""Point"",""coordinates"":[9.4067055,41.9957336]}"
Corse-du-Sud,20137,Porto-Vecchio,Porto-Vecchio 2,6200697N,"{""type"":""Point"",""coordinates"":[9.2667693,41.5776741]}"
Côte-d'Or,21000,Dijon,Gaston Bachelard,0211162X,"{""type"":""Point"",""coordinates"":[5.00084,47.318]}"
Haute-Saône,70300,Luxeuil-les-Bains,Jean Rostand ,0701192R,"{""type"":""Point"",""coordinates"":[6.365,47.8171]}"
Loir-et-Cher,41000,Blois,Michel Bégon,0410003F,"{""type"":""Point"",""coordinates"":[1.3084674,47.5936619]}"
Territoire de Belfort,90000,Belfort,Simone Signoret,0900351T,"{""type"":""Point"",""coordinates"":[6.8376,47.6413]}"
Pas-de-Calais,62300,Lens,Jean Jaurès,0622868F,"{""type"":""Point"",""coordinates"":[2.7988,50.4407]}"
Allier,03100,Montluçon,Jules Verne,0030119N,"{""type"":""Point"",""coordinates"":[2.5718982,46.3429864]}"
Allier,03100,Montluçon,Jean Zay,0030030S,"{""type"":""Point"",""coordinates"":[2.5937265,46.349404]}"
Yonne,89300,Joigny,Marie Noël,0890937K,"{""type"":""Point"",""coordinates"":[3.4221352,47.9763039]}"
Yvelines,78320,Le Mesnil-Saint-Denis,Philippe de Champaigne,0780512H,"{""type"":""Point"",""coordinates"":[1.9503737,48.7450548]}"
Vienne,86106,Châtellerault,George Sand,0860876K,"{""type"":""Point"",""coordinates"":[0.547573,46.8051122]}"
Yvelines,78200,Mantes-la-Jolie,Louis Pasteur,0781896M,"{""type"":""Point"",""coordinates"":[1.69367,48.9938]}"
La Réunion,97410,Saint Pierre,de Terre-Sainte,9740811N,"{""type"":""Point"",""coordinates"":[55.4899,-21.3463]}"
La Réunion,97423,Saint-Paul,Célimène Gaudieux,9740035V,"{""type"":""Point"",""coordinates"":[55.2874,-21.098]}"
Isère,38100,Grenoble,Olympique,0381780D,"{""type"":""Point"",""coordinates"":[5.7279217,45.1614637]}"
La Réunion,97450,Saint Louis,Jean Lafosse,9741189Z,"{""type"":""Point"",""coordinates"":[55.4037,-21.2755]}"
La Réunion,97420,Le Port,Jean Le Toullec,9741313J,"{""type"":""Point"",""coordinates"":[55.3059,-20.9496]}"
Loire-Atlantique,44600,Nantes,Pierre Norange,0441613P,"{""type"":""Point"",""coordinates"":[-2.2460978,47.2663086]}"
Savoie,73000,Chambéry,Côte Rousse,0730901H,"{""type"":""Point"",""coordinates"":[5.9201216,45.5918006]}"
Cher,18000,Bourges,Le Grand Meaulnes,0180766K,"{""type"":""Point"",""coordinates"":[2.4114724,47.0999859]}"
Eure-et-Loir,28100,Dreux,Louis Armand,0280865N,"{""type"":""Point"",""coordinates"":[1.3530407,48.7387377]}"
Eure-et-Loir,28100,Dreux,Pierre et Marie Curie,0280716B,"{""type"":""Point"",""coordinates"":[1.3874455,48.7362814]}"
Moselle,57310,Guénange,René Cassin,0573244S,"{""type"":""Point"",""coordinates"":[6.2000898,49.3006599]}"
Puy-de-Dôme,63100,Clermont-Ferrand,Albert Camus,0631522M,"{""type"":""Point"",""coordinates"":[3.1077523,45.8077236]}"
Puy-de-Dôme,63000,Clermont-Ferrand,Charles Baudelaire,0631502R,"{""type"":""Point"",""coordinates"":[3.094735,45.7585145]}"
Puy-de-Dôme,63100,Clermont-Ferrand,La Charme,0631199L,"{""type"":""Point"",""coordinates"":[3.120441,45.798186]}"
Rhône,69200,Vénissieux,Elsa Triolet,0692343X,"{""type"":""Point"",""coordinates"":[4.86793,45.6957]}"
Martinique,97280,Le Vauclin,Le Vauclin,9720031B,"{""type"":""Point"",""coordinates"":[-60.8389,14.5443]}"
Guyane,97315,Sinnamary,Élie Castor,9730145V,"{""type"":""Point"",""coordinates"":[-52.9554,5.38099]}"
Mayotte,97660,Dembeni,Zakia Madi,9760245M,"{""type"":""Point"",""coordinates"":[45.1698,-12.8512]}"
Ain,01100,Oyonnax,Louis Lumière,0010035H,"{""type"":""Point"",""coordinates"":[5.6302,46.2668]}"
Ardennes,08000,Charleville-Mézières,Roger Salengro,0080894D,"{""type"":""Point"",""coordinates"":[4.72219,49.7512226]}"
Pyrénées-Orientales,66000,Perpignan,Joseph-Sébastien Pons,0660012E,"{""type"":""Point"",""coordinates"":[2.8898343,42.7168072]}"
Haut-Rhin,68100,Mulhouse,Antoine de Saint-Exupéry,0680111B,"{""type"":""Point"",""coordinates"":[7.364834,47.7593243]}"
Tarn,81000,Albi,Jean Jaurès,0811197L,"{""type"":""Point"",""coordinates"":[2.1402,43.9417]}"
Loiret,45000,Orléans,Jean Rostand,0450936Y,"{""type"":""Point"",""coordinates"":[1.9378566,47.9171678]}"
Maine-et-Loire,49000,Angers,Jean Lurçat,0490060Z,"{""type"":""Point"",""coordinates"":[-0.5261099,47.4883033]}"
Loire-Atlantique,44000,Nantes,Sophie Germain,0440536U,"{""type"":""Point"",""coordinates"":[-1.5359938,47.2150136]}"
Maine-et-Loire,49000,Angers,Jean Vilar,0491703K,"{""type"":""Point"",""coordinates"":[-0.5644856,47.4456063]}"
Mayenne,53000,Laval,Alain Gerbault,0530484N,"{""type"":""Point"",""coordinates"":[-0.7486454,48.0615084]}"
Ardennes,08000,Charleville-Mézières,Léo Lagrange,0080925M,"{""type"":""Point"",""coordinates"":[4.7205384,49.7441892]}"
Aube,10600,La Chapelle-Saint-Luc,Albert Camus,0100009F,"{""type"":""Point"",""coordinates"":[4.0386934,48.3115815]}"
Haut-Rhin,68200,Mulhouse,Kennedy,0680105V,"{""type"":""Point"",""coordinates"":[7.3337141,47.7490582]}"
Haut-Rhin,68200,Mulhouse,Bourtzwiller,0681127F,"{""type"":""Point"",""coordinates"":[7.3329717,47.7757505]}"
Haut-Rhin,68200,Mulhouse,François Villon,0681395X,"{""type"":""Point"",""coordinates"":[7.3126253,47.7527203]}"
Haut-Rhin,68100,Mulhouse,Wolf,0681284B,"{""type"":""Point"",""coordinates"":[7.3399302,47.7593399]}"
Haut-Rhin,68000,Colmar,Molière,0680084X,"{""type"":""Point"",""coordinates"":[7.3288358,48.0735835]}"
Aube,10600,La Chapelle-Saint-Luc,Pierre Brossolette,0100807Y,"{""type"":""Point"",""coordinates"":[4.038099,48.308495]}"
Loire-Atlantique,44322,Nantes,Stendhal,0440284V,"{""type"":""Point"",""coordinates"":[-1.5699697,47.261318]}"
Loire-Atlantique,44000,Nantes,Rosa Parks,0440309X,"{""type"":""Point"",""coordinates"":[-1.5924704,47.2308371]}"
Loire-Atlantique,44000,Nantes,Claude Debussy,0440286X,"{""type"":""Point"",""coordinates"":[-1.6059457,47.2038243]}"
Pyrénées-Orientales,66000,Perpignan,Madame de Sévigné,0660018L,"{""type"":""Point"",""coordinates"":[2.8860061,42.6842755]}"
Pyrénées-Orientales,66000,Perpignan,Marcel Pagnol,0660522J,"{""type"":""Point"",""coordinates"":[2.881883,42.712029]}"
Bas-Rhin,67000,Strasbourg,Lezay-Marnésia,0670105A,"{""type"":""Point"",""coordinates"":[7.7464878,48.548709]}"
Sarthe,72100,Le Mans,Vauguyon,0720797A,"{""type"":""Point"",""coordinates"":[0.226513,47.976013]}"
Sarthe,72100,Le Mans,Costa-Gavras,0720987G,"{""type"":""Point"",""coordinates"":[0.2320884,47.9938969]}"
Sarthe,72100,Le Mans,Alain Fournier,0720081X,"{""type"":""Point"",""coordinates"":[0.2154691,47.9873098]}"
Gironde,33305,Lormont,Georges Lapierre,0331619F,"{""type"":""Point"",""coordinates"":[-0.5224635,44.874303]}"
Pas-de-Calais,62100,Calais,Lucien Vadez,0622273J,"{""type"":""Point"",""coordinates"":[1.8792838,50.9512952]}"
Seine-Saint-Denis,93300,Aubervilliers,Gisèle Halimi,0932694Y,"{""type"":""Point"",""coordinates"":[2.390673,48.907886]}"
Seine-Saint-Denis,93000,Bobigny,République,0931194T,"{""type"":""Point"",""coordinates"":[2.4354445,48.9074473]}"
Seine-Saint-Denis,93300,Aubervilliers,Rosa Luxemburg,0932272P,"{""type"":""Point"",""coordinates"":[2.3753376,48.915051]}"
Seine-Saint-Denis,93120,La Courneuve,Georges Politzer,0931148T,"{""type"":""Point"",""coordinates"":[2.4018352,48.9307123]}"
Seine-Saint-Denis,93120,La Courneuve,Jean Vilar,0931429Y,"{""type"":""Point"",""coordinates"":[2.3854971,48.9226068]}"
Gironde,33310,Lormont,Montaigne,0331895F,"{""type"":""Point"",""coordinates"":[-0.5175054,44.8746817]}"
Eure,27000,Évreux,Navarre,0270022C,"{""type"":""Point"",""coordinates"":[1.1212685,49.0184481]}"
Aisne,02200,Soissons,Gérard Philipe,0021492L,"{""type"":""Point"",""coordinates"":[3.3050464,49.3717029]}"
Aisne,02000,Laon,Charlemagne,0020090M,"{""type"":""Point"",""coordinates"":[3.64005,49.5623316]}"
Aisne,02100,Saint-Quentin,Montaigne,0020054Y,"{""type"":""Point"",""coordinates"":[3.3004791,49.863572]}"
La Réunion,97440,Saint-André,de Cambuston,9740703W,"{""type"":""Point"",""coordinates"":[55.6449,-20.9296]}"
Pas-de-Calais,62200,Boulogne-sur-Mer,Paul Langevin,0620055Y,"{""type"":""Point"",""coordinates"":[1.6163249,50.7327094]}"
Pas-de-Calais,62100,Calais,Martin Luther King,0623918X,"{""type"":""Point"",""coordinates"":[1.8876944,50.9537082]}"
Pas-de-Calais,62100,Calais,Vauban,0622576N,"{""type"":""Point"",""coordinates"":[1.8338018,50.948022]}"
Pas-de-Calais,62300,Lens,Jean Zay,0622418S,"{""type"":""Point"",""coordinates"":[2.8247087,50.4434734]}"
Pas-de-Calais,62500,Saint-Omer,La Morinie,0622907Y,"{""type"":""Point"",""coordinates"":[2.268462,50.747875]}"
Essonne,91350,Grigny,Jean Vilar,0911036G,"{""type"":""Point"",""coordinates"":[2.3761921,48.6500983]}"
Essonne,91350,Grigny,Sonia Delaunay,0912196T,"{""type"":""Point"",""coordinates"":[2.3838164,48.6530886]}"
Seine-Saint-Denis,93300,Aubervilliers,Henri Wallon,0931709C,"{""type"":""Point"",""coordinates"":[2.388558,48.9121962]}"
Seine-Saint-Denis,93140,Bondy,Jean Zay,0931612X,"{""type"":""Point"",""coordinates"":[2.4813826,48.9111713]}"
Haute-Marne,52100,Saint-Dizier,Anne Frank,0520049W,"{""type"":""Point"",""coordinates"":[4.9673575,48.6474053]}"
Meuse,55000,Bar-le-Duc,Jacques Prévert,0550701N,"{""type"":""Point"",""coordinates"":[5.170092,48.7799048]}"
Oise,60200,Compiègne,André Malraux,0601524F,"{""type"":""Point"",""coordinates"":[2.7961659,49.398267]}"
Oise,60000,Beauvais,Henri Beaumont,0600007G,"{""type"":""Point"",""coordinates"":[2.1022329,49.4393166]}"
Haute-Vienne,87100,Limoges,Pierre de Ronsard,0870729V,"{""type"":""Point"",""coordinates"":[1.2701977,45.8498979]}"
Seine-Saint-Denis,93500,Pantin,Jean Jaurès,0931216S,"{""type"":""Point"",""coordinates"":[2.4108074,48.9151583]}"
Seine-Saint-Denis,93120,La Courneuve,Raymond Poincaré,0931188L,"{""type"":""Point"",""coordinates"":[2.3919162,48.929678]}"
Pas-de-Calais,62160,Grenay,Langevin-Wallon,0622424Y,"{""type"":""Point"",""coordinates"":[2.743681,50.449353]}"
Seine-Saint-Denis,93217,Saint-Denis,Iqbal Masih,0932273R,"{""type"":""Point"",""coordinates"":[2.3602186,48.9119554]}"
Seine-Saint-Denis,93270,Sevran,Paul Painlevé,0930897V,"{""type"":""Point"",""coordinates"":[2.5110519,48.9394155]}"
La Réunion,97420,Le Port,L'Oasis,9740812P,"{""type"":""Point"",""coordinates"":[55.3026,-20.9418]}"
Seine-Saint-Denis,93100,Montreuil,Lenain de Tillemont,0931212M,"{""type"":""Point"",""coordinates"":[2.4622875,48.8594953]}"
Var,83100,Toulon,Maurice Genevoix,0830148K,"{""type"":""Point"",""coordinates"":[5.9807791,43.1282771]}"
Seine-Saint-Denis,93200,Saint-Denis,Jean Lurçat,0930865K,"{""type"":""Point"",""coordinates"":[2.3800532,48.9355958]}"
Seine-Saint-Denis,93240,Stains,Joliot-Curie,0931225B,"{""type"":""Point"",""coordinates"":[2.38518,48.9567039]}"
Mayotte,97660,Bandrele,de Bandrele,9760179R,"{""type"":""Point"",""coordinates"":[45.1761,-12.9624]}"
La Réunion,97490,Saint-Denis,François Mahé de la Bourdonnais,9740734E,"{""type"":""Point"",""coordinates"":[55.4961955,-20.8889196]}"
Seine-Saint-Denis,93500,Pantin,Jean Lolive,0931218U,"{""type"":""Point"",""coordinates"":[2.3966103,48.9026106]}"
Yvelines,78130,Les Mureaux,Jules Verne,0780180X,"{""type"":""Point"",""coordinates"":[1.9225067,48.9794796]}"
La Réunion,97423,Saint-Paul,Albert Lougnon,9740039Z,"{""type"":""Point"",""coordinates"":[55.2972,-21.0377]}"
Seine-Saint-Denis,93700,Drancy,Liberté,0931202B,"{""type"":""Point"",""coordinates"":[2.4499199,48.9139339]}"
Seine-Saint-Denis,93200,Saint-Denis,Federico Garcia Lorca,0931489N,"{""type"":""Point"",""coordinates"":[2.3732735,48.9272089]}"
La Réunion,97420,Le Port,Titan,9741045T,"{""type"":""Point"",""coordinates"":[55.2904,-20.9441]}"
Seine-Saint-Denis,93200,Saint-Denis,La Courtille,0931490P,"{""type"":""Point"",""coordinates"":[2.3810796,48.940224]}"
Seine-Saint-Denis,93430,Villetaneuse,Jean Vilar,0931206F,"{""type"":""Point"",""coordinates"":[2.3444099,48.9522018]}"
Val-d'Oise,95100,Argenteuil,Claude Monet,0950886X,"{""type"":""Point"",""coordinates"":[2.2240821,48.9551658]}"
Val-d'Oise,95200,Sarcelles,Chantereine,0950943J,"{""type"":""Point"",""coordinates"":[2.3770326,48.9843331]}"
La Réunion,97440,Saint-André,Mille Roches,9740598G,"{""type"":""Point"",""coordinates"":[55.6501,-20.9682]}"
Val-de-Marne,94190,Villeneuve-Saint-Georges,Jules Ferry,0940792A,"{""type"":""Point"",""coordinates"":[2.4497409,48.7321265]}"
Seine-et-Marne,77160,Provins,Marie Curie,0772481D,"{""type"":""Point"",""coordinates"":[3.2965234,48.5483634]}"
Doubs,25400,Audincourt,Jean Bauhin,0250003T,"{""type"":""Point"",""coordinates"":[6.8492595,47.4808444]}"
Doubs,25230,Seloncourt,Les Hautes Vignes,0251397H,"{""type"":""Point"",""coordinates"":[6.857468,47.471734]}"
Doubs,25700,Valentigney,Les Bruyères,0251599C,"{""type"":""Point"",""coordinates"":[6.8300093,47.4540581]}"
Haute-Saône,70200,Lure,Albert Jacquard,0700045U,"{""type"":""Point"",""coordinates"":[6.5075005,47.6864464]}"
Haute-Saône,70100,Gray,Romé de l'Isle,0700010F,"{""type"":""Point"",""coordinates"":[5.5915624,47.4339618]}"
Seine-Saint-Denis,93270,Sevran,Évariste Galois,0931190N,"{""type"":""Point"",""coordinates"":[2.5198177,48.9449729]}"
Val-de-Marne,94310,Orly,Robert Desnos,0941044Z,"{""type"":""Point"",""coordinates"":[2.409869,48.7468811]}"
Val-d'Oise,95200,Sarcelles,Jean Lurçat,0950723V,"{""type"":""Point"",""coordinates"":[2.3793115,48.975594]}"
La Réunion,97490,Saint-Denis,Élie Wiesel,9741208V,"{""type"":""Point"",""coordinates"":[55.4858,-20.8924]}"
Seine-Saint-Denis,93300,Aubervilliers,Gabriel Péri,0931185H,"{""type"":""Point"",""coordinates"":[2.4009529,48.9189844]}"
Seine-Saint-Denis,93700,Drancy,Aretha Franklin,0931199Y,"{""type"":""Point"",""coordinates"":[2.4216364,48.9246814]}"
Nord (département français)|Nord,59200,Tourcoing,Marie Curie,0594394F,"{""type"":""Point"",""coordinates"":[3.1549072,50.7190491]}"
Seine-Saint-Denis,93140,Bondy,Pierre Brossolette,0931860S,"{""type"":""Point"",""coordinates"":[2.4879575,48.9026426]}"
Guyane,97340,Grand-Santi,Achmat Kartadinama,9730380A,"{""type"":""Point"",""coordinates"":[-54.3816,4.27474]}"
Allier,03000,Moulins,Émile Guillaumin,0030838V,"{""type"":""Point"",""coordinates"":[3.336539,46.54375]}"
Territoire de Belfort,90000,Belfort,Vauban,0900295G,"{""type"":""Point"",""coordinates"":[6.8804241,47.6405636]}"
Rhône,69100,Villeurbanne,Les Iris,0690280E,"{""type"":""Point"",""coordinates"":[4.8972579,45.7694872]}"
Allier,03300,Cusset,Maurice Constantin Weyer,0030010V,"{""type"":""Point"",""coordinates"":[3.4557087,46.1364252]}"
Allier,03200,Vichy,Jules Ferry,0030050N,"{""type"":""Point"",""coordinates"":[3.4131186,46.1490758]}"
Seine-Saint-Denis,93300,Aubervilliers,Diderot,0931186J,"{""type"":""Point"",""coordinates"":[2.3856451,48.9166956]}"
Seine-Saint-Denis,93170,Bagnolet,Georges Politzer,0931181D,"{""type"":""Point"",""coordinates"":[2.4178118,48.8599853]}"
Seine-Saint-Denis,93170,Bagnolet,Travail Langevin,0931220W,"{""type"":""Point"",""coordinates"":[2.423889,48.8750044]}"
Seine-Saint-Denis,93000,Bobigny,Auguste Delaune,0931195U,"{""type"":""Point"",""coordinates"":[2.4624667,48.9081835]}"
Seine-Saint-Denis,93000,Bobigny,Jean-Pierre Timbaud,0930900Y,"{""type"":""Point"",""coordinates"":[2.4685209,48.9065639]}"
Seine-Saint-Denis,93000,Bobigny,Pierre Sémard,0931196V,"{""type"":""Point"",""coordinates"":[2.4463681,48.9112019]}"
Seine-Saint-Denis,93140,Bondy,Henri Sellier,0931788N,"{""type"":""Point"",""coordinates"":[2.4927856,48.9012882]}"
Seine-Saint-Denis,93140,Bondy,Jean Renoir,0931711E,"{""type"":""Point"",""coordinates"":[2.47334,48.9029294]}"
Seine-Saint-Denis,93700,Drancy,Jorissen,0931377S,"{""type"":""Point"",""coordinates"":[2.4706823,48.9161763]}"
Puy-de-Dôme,63300,Thiers,Antoine Audembron,0631238D,"{""type"":""Point"",""coordinates"":[3.5371123,45.8618807]}"
Nord (département français)|Nord,59410,Anzin,Jules Ferry,0590006L,"{""type"":""Point"",""coordinates"":[3.5054757,50.374108]}"
Nord (département français)|Nord,59162,Ostricourt,Henri Matisse,0594290T,"{""type"":""Point"",""coordinates"":[3.0262828,50.4598332]}"
Nord (département français)|Nord,59920,Quiévrechain,Jehan Froissart,0594303G,"{""type"":""Point"",""coordinates"":[3.657806,50.40115]}"
Nord (département français)|Nord,59139,Wattignies,Jean Moulin,0594524X,"{""type"":""Point"",""coordinates"":[3.0462463,50.5919076]}"
Nord (département français)|Nord,59150,Wattrelos,Gustave Nadaud,0593242D,"{""type"":""Point"",""coordinates"":[3.1979167,50.7081645]}"
Nord (département français)|Nord,59330,Hautmont,Antoine de Saint-Exupéry,0592634T,"{""type"":""Point"",""coordinates"":[3.909774,50.244727]}"
Côte-d'Or,21000,Dijon,Jean-Philippe Rameau,0211357L,"{""type"":""Point"",""coordinates"":[5.00308,47.3203]}"
Nord (département français)|Nord,59150,Wattrelos,Émile Zola,0595169Y,"{""type"":""Point"",""coordinates"":[3.2310503,50.7060655]}"
Seine-Saint-Denis,93700,Drancy,Pierre Sémard,0931200Z,"{""type"":""Point"",""coordinates"":[2.4372339,48.9262452]}"
Nord (département français)|Nord,59146,Pecquencourt,intercommunal Maurice Schumann,0596529B,"{""type"":""Point"",""coordinates"":[3.2058036,50.3750218]}"
Pas-de-Calais,62260,Auchel,Lavoisier,0623313P,"{""type"":""Point"",""coordinates"":[2.4756793,50.5072925]}"
Aisne,02630,Wassigny,de Wassigny,0020067M,"{""type"":""Point"",""coordinates"":[3.5991637,50.0138408]}"
Aisne,02800,La Fère,Marie de Luxembourg,0020075W,"{""type"":""Point"",""coordinates"":[3.3639917,49.6642894]}"
Nord (département français)|Nord,59150,Wattrelos,Pablo Neruda,0594392D,"{""type"":""Point"",""coordinates"":[3.2374673,50.7090726]}"
Nord (département français)|Nord,59119,Waziers,Romain Rolland,0590238N,"{""type"":""Point"",""coordinates"":[3.1073743,50.3854536]}"
Pas-de-Calais,62260,Auchel,Sévigné,0620021L,"{""type"":""Point"",""coordinates"":[2.4653617,50.5075945]}"
Seine-Saint-Denis,93370,Montfermeil,Jean Jaurès,0931546A,"{""type"":""Point"",""coordinates"":[2.5599057,48.8969713]}"
Seine-Saint-Denis,93370,Montfermeil,Pablo Picasso,0931707A,"{""type"":""Point"",""coordinates"":[2.5787051,48.9002269]}"
Seine-Saint-Denis,93100,Montreuil,Colonel Fabien,0931213N,"{""type"":""Point"",""coordinates"":[2.4532718,48.8755522]}"
Seine-Saint-Denis,93100,Montreuil,Georges Politzer,0931209J,"{""type"":""Point"",""coordinates"":[2.4727582,48.861773]}"
Seine-Saint-Denis,93100,Montreuil,Jean Moulin,0931151W,"{""type"":""Point"",""coordinates"":[2.4502032,48.8592082]}"
Seine-Saint-Denis,93230,Romainville,Pierre-André Houël,0931222Y,"{""type"":""Point"",""coordinates"":[2.4357975,48.8834896]}"
Oise,60400,Noyon,Paul Éluard,0601297J,"{""type"":""Point"",""coordinates"":[2.9979835,49.5845244]}"
Seine-Saint-Denis,93230,Romainville,Gustave Courbet,0931381W,"{""type"":""Point"",""coordinates"":[2.441495,48.8784547]}"
Seine-Saint-Denis,93270,Sevran,Georges Brassens,0931979W,"{""type"":""Point"",""coordinates"":[2.5378438,48.939283]}"
Seine-Saint-Denis,93420,Villepinte,Camille Claudel,0932263E,"{""type"":""Point"",""coordinates"":[2.5614721,48.9528735]}"
